,Last,First,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type
700,,,,,5.0,29.0,1.0,11.0,2.0,3.0,,,2.0,11.0,0.0,1.0,,,,,0.0,2.0,7.0,6.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,,2.0,,2.0,9.0,USA,GRE,L,Team
701,MANDIC,Dusan,15.0,15.0,1.0,3.0,0.0,2.0,,,,,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,1.0,,,,,1.0,2.0,SRB,MNE,W,Player
702,DEDOVIC,Nikola,25.0,56.0,2.0,5.0,1.0,4.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,0.0,2.0,,,,,,,1.0,1.0,SRB,MNE,W,Player
703,RANDELOVIC,Sava,10.0,11.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,2.0,,,1.0,,,2.0,,,,,,,2.0,SRB,MNE,W,Player
704,LAZIC,Dorde,16.0,9.0,1.0,4.0,0.0,1.0,1.0,2.0,,,,,,,,,,,0.0,1.0,1.0,3.0,,1.0,,,,,,,1.0,,,1.0,SRB,MNE,W,Player
705,PIJETLOVIC,Dusko,18.0,6.0,2.0,5.0,,,1.0,3.0,,,1.0,2.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,0.0,SRB,MNE,W,Player
706,RASOVIC,Strahin a,21.0,15.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,0.0,SRB,MNE,W,Player
707,ALEKSIC,Milan,15.0,8.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,SRB,MNE,W,Player
708,JAKSIC,Nikola,16.0,9.0,1.0,3.0,0.0,2.0,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,2.0,,,,,,,2.0,SRB,MNE,W,Player
709,FILIPOVIC,Filip,17.0,31.0,3.0,5.0,0.0,2.0,,,,,,,,,,,3.0,3.0,,,,,1.0,1.0,,,1.0,,,,,,,1.0,SRB,MNE,W,Player
710,PRLAINOVIC,Andri a,18.0,54.0,1.0,5.0,0.0,2.0,,,,,0.0,1.0,0.0,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,1.0,2.0,SRB,MNE,W,Player
711,MITROVIC,Stefan,17.0,26.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,SRB,MNE,W,Player
712,MITROVIC,Branislav,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,SRB,MNE,W,Player
713,,,,,13.0,35.0,1.0,14.0,2.0,5.0,1.0,1.0,3.0,7.0,0.0,1.0,,,5.0,5.0,1.0,2.0,4.0,8.0,5.0,7.0,2.0,4.0,6.0,2.0,,,1.0,,3.0,12.0,SRB,MNE,W,Team
714,KANDIC,Slaven,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,MNE,SRB,L,Player
715,BRGULJAN,Drasko,16.0,5.0,0.0,5.0,0.0,3.0,,,,,0.0,2.0,,,,,,,,,,,,,1.0,3.0,,,,,,,2.0,2.0,MNE,SRB,L,Player
716,PERKOVIC,Miroslav,12.0,56.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,3.0,,1.0,,,,,,1.0,,,,1.0,2.0,MNE,SRB,L,Player
717,PETKOVIC,Marko,23.0,13.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,MNE,SRB,L,Player
718,CUCKOVIC,Uros,12.0,29.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,MNE,SRB,L,Player
719,POPADIC,Vlado,21.0,31.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,MNE,SRB,L,Player
720,VIDOVIC,Stefan,17.0,7.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,1.0,2.0,MNE,SRB,L,Player
721,UKROPINA,Aleksa,22.0,7.0,1.0,6.0,1.0,4.0,,,,,0.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,MNE,SRB,L,Player
722,IVOVIC,Aleksandar,24.0,58.0,3.0,6.0,1.0,2.0,,,,,0.0,2.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,0.0,MNE,SRB,L,Player
723,MATKOVIC,Dusan,25.0,47.0,2.0,5.0,0.0,3.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,2.0,MNE,SRB,L,Player
724,BANICEVIC,Dusan,15.0,47.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,MNE,SRB,L,Player
725,TESANOVIC,Petar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,MNE,SRB,L,Player
726,,,,,6.0,31.0,2.0,17.0,0.0,1.0,,,1.0,9.0,,,,,3.0,3.0,0.0,1.0,7.0,5.0,5.0,5.0,2.0,4.0,5.0,,1.0,1.0,,,5.0,12.0,MNE,SRB,L,Team
727,MUNARRIZ EGANA,Alberto,23.0,5.0,1.0,7.0,1.0,7.0,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,1.0,ESP,CRO,W,Player
728,GRANADOS ORTEGA,Alvaro,20.0,25.0,2.0,7.0,1.0,4.0,,,,,0.0,1.0,,,,,1.0,2.0,,,,,2.0,,,,,,,,,,,0.0,ESP,CRO,W,Player
729,SANAHUJA,Bernat,13.0,23.0,1.0,4.0,0.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,1.0,ESP,CRO,W,Player
730,de TORO DOMINGUEZ,Miguel,12.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,CRO,W,Player
731,LARUMBE GONFAUS,Marc,19.0,9.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,ESP,CRO,W,Player
732,FAMERA,Martin,19.0,44.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,1.0,1.0,3.0,3.0,,1.0,,,,,,1.0,ESP,CRO,W,Player
733,FERNANDEZ MIRANDA,Francisco,17.0,27.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,ESP,CRO,W,Player
734,TAHULL COMPTE,Roger,13.0,49.0,1.0,3.0,,,1.0,2.0,,,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.0,ESP,CRO,W,Player
735,PERRONE ROCHA,Felipe,22.0,15.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,ESP,CRO,W,Player
736,MALLARACH GUELL,Blai,12.0,50.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,ESP,CRO,W,Player
737,BUSTOS SANCHEZ,Ale andro,17.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,3.0,1.0,,,1.0,,,,,,,1.0,ESP,CRO,W,Player
738,AGUIRRE,Unai,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,CRO,W,Player
739,,,,,8.0,32.0,2.0,20.0,1.0,2.0,,,4.0,8.0,,,,,1.0,2.0,,,5.0,4.0,11.0,6.0,3.0,4.0,6.0,1.0,,,,,,7.0,ESP,CRO,W,Team
740,BIJAC,Marko,24.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,CRO,ESP,L,Player
741,MACAN,Marko,7.0,55.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,3.0,CRO,ESP,L,Player
742,FATOVIC,Loren,19.0,36.0,1.0,6.0,0.0,4.0,,,1.0,1.0,0.0,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,CRO,ESP,L,Player
743,LONCAR,Luka,18.0,35.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,CRO,ESP,L,Player
744,JOKOVIC,Maro,25.0,4.0,0.0,3.0,0.0,2.0,,,,,,,0.0,1.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,,1.0,CRO,ESP,L,Player
745,BUKIC,Luka,26.0,51.0,2.0,6.0,1.0,4.0,,,,,1.0,2.0,,,,,,,,,,2.0,,,1.0,2.0,,,,,,,,0.0,CRO,ESP,L,Player
746,VUKICEVIC,Ante,24.0,11.0,0.0,5.0,0.0,3.0,,,,,0.0,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,0.0,CRO,ESP,L,Player
747,BUSLJE,Andro,14.0,55.0,0.0,4.0,0.0,3.0,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,2.0,CRO,ESP,L,Player
748,MILOS,Lovre,21.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,2.0,,,,,,,1.0,1.0,CRO,ESP,L,Player
749,VRLIC,Josip,14.0,36.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,CRO,ESP,L,Player
750,GARCIA GADEA,Javier,19.0,13.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,CRO,ESP,L,Player
751,MARCELIC,Ivan,8.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,CRO,ESP,L,Player
752,,,,,4.0,28.0,1.0,17.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0,1.0,,,,,,,2.0,5.0,6.0,5.0,1.0,4.0,5.0,2.0,,,1.0,,2.0,10.0,CRO,ESP,L,Team
753,CAMPBELL,Richard,23.0,11.0,2.0,5.0,0.0,1.0,,,,,2.0,4.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,AUS,KAZ,W,Player
754,FORD,George,12.0,10.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,AUS,KAZ,W,Player
755,TOMASEVIC,Goran,12.0,53.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,2.0,1.0,,,,,2.0,,,,,,,2.0,AUS,KAZ,W,Player
756,POWER,Nathan,10.0,41.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,AUS,KAZ,W,Player
757,EDWARDS,Lachlan Robert,19.0,52.0,1.0,3.0,,,1.0,3.0,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,1.0,AUS,KAZ,W,Player
758,ROACH,Aidan,11.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,2.0,,,,,,2.0,AUS,KAZ,W,Player
759,YOUNGER,Aaron,20.0,43.0,2.0,5.0,1.0,3.0,,,,,1.0,1.0,,,,,,,0.0,1.0,,2.0,1.0,,,,1.0,,,,,,,1.0,AUS,KAZ,W,Player
760,FORD,Andrew,19.0,37.0,1.0,4.0,1.0,3.0,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,AUS,KAZ,W,Player
761,PUTT,Timothy Francis,14.0,49.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,AUS,KAZ,W,Player
762,HOWDEN,Rhys,19.0,2.0,5.0,7.0,1.0,2.0,,,1.0,1.0,3.0,4.0,,,,,,,,,,1.0,1.0,,4.0,4.0,,,,,,,,0.0,AUS,KAZ,W,Player
763,EDWARDS,Blake,27.0,58.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,1.0,,,,,,,1.0,AUS,KAZ,W,Player
764,DENNERLEY,Joel,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,KAZ,W,Player
765,,,,,15.0,33.0,5.0,12.0,1.0,5.0,1.0,1.0,6.0,12.0,,,,,,,2.0,3.0,5.0,8.0,8.0,,4.0,4.0,9.0,3.0,,,1.0,,,13.0,AUS,KAZ,W,Team
766,MAKHMETOV,Madikhan,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,KAZ,AUS,L,Player
767,MEDVEDEV,Yevgeniy,22.0,20.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,KAZ,AUS,L,Player
768,AUBAKIROV,Miras,22.0,13.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,,0.0,1.0,,1.0,,,,,,1.0,KAZ,AUS,L,Player
769,MARKOVIC,Dusan,20.0,12.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,,,,,,,1.0,KAZ,AUS,L,Player
770,SHMIDER,Alexey,21.0,17.0,1.0,4.0,0.0,2.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,KAZ,AUS,L,Player
771,ARTYUKH,Danil,5.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,KAZ,AUS,L,Player
772,SHAKENOV,Murat,24.0,48.0,2.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,2.0,KAZ,AUS,L,Player
773,VUKSANOVIC,Srdan,2.0,10.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,KAZ,AUS,L,Player
774,UKUMANOV,Rustam,21.0,31.0,2.0,4.0,,,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,KAZ,AUS,L,Player
775,RUDAY,Mikhail,16.0,29.0,1.0,3.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,KAZ,AUS,L,Player
776,ALTAYEV,Altay,15.0,12.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,KAZ,AUS,L,Player
777,SHVEDOV,Stanislav,20.0,24.0,1.0,3.0,1.0,1.0,,,,,0.0,2.0,,,,,,,,,,,,,0.0,2.0,,,,,,,,0.0,KAZ,AUS,L,Player
778,,,,,7.0,27.0,4.0,12.0,1.0,4.0,,,2.0,11.0,,,,,,,,,3.0,3.0,5.0,6.0,0.0,4.0,6.0,3.0,,1.0,2.0,,,12.0,KAZ,AUS,L,Team
779,ZERDEVAS,Emmanouil,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,GRE,MNE,W,Player
780,GENIDOUNIAS,Konstantinos,25.0,8.0,5.0,10.0,3.0,7.0,,,,,0.0,1.0,,,,,2.0,2.0,,,,1.0,,,0.0,1.0,,,,,,,,0.0,GRE,MNE,W,Player
781,SKOUMPAKIS,Dimitrios,6.0,18.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,3.0,GRE,MNE,W,Player
782,KAPOTSIS,Marios,17.0,22.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,0.0,1.0,,,1.0,1.0,,,2.0,,,,,,,2.0,GRE,MNE,W,Player
783,FOUNTOULIS,Ioannis,25.0,23.0,1.0,6.0,1.0,6.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,0.0,GRE,MNE,W,Player
784,PAPANASTASIOU,Alexandros,21.0,9.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,3.0,1.0,,,,,,,1.0,GRE,MNE,W,Player
785,DERVISIS,Georgios,19.0,35.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,3.0,,,1.0,,,,,,,1.0,GRE,MNE,W,Player
786,ARGYROPOULOS KANAKAKIS,Stylianos,22.0,33.0,1.0,3.0,1.0,1.0,,,,,0.0,2.0,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,1.0,GRE,MNE,W,Player
787,MOURIKIS,Konstantinos,11.0,18.0,0.0,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,GRE,MNE,W,Player
788,KOLOMVOS,Christodoulos,8.0,33.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,GRE,MNE,W,Player
789,GKIOUVETSIS,Konstantinos,9.0,59.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,GRE,MNE,W,Player
790,VLACHOPOULOS,Angelos,24.0,42.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,,2.0,GRE,MNE,W,Player
791,,,,,10.0,32.0,6.0,21.0,0.0,1.0,,,2.0,7.0,,,,,2.0,2.0,0.0,1.0,5.0,6.0,7.0,5.0,2.0,4.0,10.0,,,,1.0,,,11.0,GRE,MNE,W,Team
792,KANDIC,Slaven,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,MNE,GRE,L,Player
793,BRGULJAN,Drasko,12.0,5.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,1.0,2.0,,2.0,3.0,,,,,,,1.0,1.0,MNE,GRE,L,Player
794,PERKOVIC,Miroslav,13.0,34.0,0.0,3.0,,,0.0,2.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,MNE,GRE,L,Player
795,PETKOVIC,Marko,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,3.0,MNE,GRE,L,Player
796,CUCKOVIC,Uros,13.0,58.0,1.0,3.0,,,1.0,1.0,,,0.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,0.0,MNE,GRE,L,Player
797,POPADIC,Vlado,23.0,51.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,0.0,1.0,,,,,,,,0.0,MNE,GRE,L,Player
798,VIDOVIC,Stefan,12.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,MNE,GRE,L,Player
799,UKROPINA,Aleksa,26.0,50.0,0.0,5.0,0.0,3.0,,,,,0.0,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,0.0,MNE,GRE,L,Player
800,IVOVIC,Aleksandar,30.0,23.0,2.0,4.0,1.0,1.0,,,,,0.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,0.0,MNE,GRE,L,Player
801,SPAIC,Vladan,8.0,40.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.0,MNE,GRE,L,Player
802,MATKOVIC,Dusan,26.0,47.0,0.0,6.0,0.0,5.0,,,,,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,MNE,GRE,L,Player
803,BANICEVIC,Dusan,10.0,43.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,MNE,GRE,L,Player
804,,,,,4.0,26.0,2.0,13.0,1.0,4.0,,,0.0,8.0,,,,,,,1.0,1.0,5.0,4.0,6.0,4.0,2.0,4.0,5.0,,,,1.0,,2.0,8.0,MNE,GRE,L,Team
805,Del LUNGO,Marco,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,SRB,L,Player
806,Di FULVIO,Francesco,25.0,29.0,1.0,5.0,1.0,2.0,,,,,0.0,2.0,,,,,,,0.0,1.0,,2.0,,,1.0,2.0,,1.0,,,,,,1.0,ITA,SRB,L,Player
807,LUONGO,Stefano,26.0,29.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.0,ITA,SRB,L,Player
808,FIGLIOLI,Pietro,20.0,46.0,0.0,9.0,0.0,6.0,,,,,0.0,3.0,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,0.0,ITA,SRB,L,Player
809,PRESCIUTTI,Nicholas,15.0,6.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,ITA,SRB,L,Player
810,VELOTTO,Alessandro,22.0,49.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,ITA,SRB,L,Player
811,RENZUTO IODICE,Vincenzo,8.0,14.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,1.0,3.0,ITA,SRB,L,Player
812,ECHENIQUE,Gonzalo,28.0,8.0,0.0,5.0,0.0,3.0,,,,,0.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,ITA,SRB,L,Player
813,FIGARI,Niccolo,3.0,46.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,ITA,SRB,L,Player
814,BODEGAS,Michael Alexandre,18.0,18.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,2.0,ITA,SRB,L,Player
815,AICARDI,Matteo,13.0,42.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,ITA,SRB,L,Player
816,DOLCE,Vincenzo,9.0,13.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,ITA,SRB,L,Player
817,,,,,6.0,33.0,1.0,16.0,,,,,5.0,16.0,,,,,,,0.0,1.0,5.0,4.0,4.0,,3.0,4.0,9.0,1.0,,,,,1.0,11.0,ITA,SRB,L,Team
818,MANDIC,Dusan,19.0,49.0,2.0,5.0,1.0,2.0,,,,,1.0,2.0,,,,,,,0.0,1.0,,,,2.0,,,1.0,,,,,,,1.0,SRB,ITA,W,Player
819,DEDOVIC,Nikola,19.0,30.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,2.0,,0.0,2.0,1.0,1.0,,,,,,2.0,SRB,ITA,W,Player
820,RANDELOVIC,Sava,5.0,38.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,2.0,SRB,ITA,W,Player
821,LAZIC,Dorde,16.0,10.0,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,1.0,,,,1.0,SRB,ITA,W,Player
822,PIJETLOVIC,Dusko,15.0,50.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,SRB,ITA,W,Player
823,RASOVIC,Strahin a,24.0,14.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,,0.0,1.0,2.0,1.0,3.0,,1.0,2.0,,,,,,,,0.0,SRB,ITA,W,Player
824,ALEKSIC,Milan,10.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,,2.0,SRB,ITA,W,Player
825,JAKSIC,Nikola,17.0,6.0,0.0,2.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,2.0,SRB,ITA,W,Player
826,FILIPOVIC,Filip,23.0,36.0,3.0,4.0,3.0,3.0,,,,,,,,,,,0.0,1.0,,,,,2.0,2.0,,,1.0,,,,,,,1.0,SRB,ITA,W,Player
827,PRLAINOVIC,Andri a,27.0,26.0,2.0,6.0,1.0,2.0,,,0.0,1.0,1.0,2.0,0.0,1.0,,,,,,,,2.0,1.0,,,,,2.0,,,,,,2.0,SRB,ITA,W,Player
828,MITROVIC,Stefan,12.0,41.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,2.0,,,3.0,SRB,ITA,W,Player
829,MITROVIC,Branislav,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,SRB,ITA,W,Player
830,,,,,10.0,30.0,6.0,12.0,0.0,3.0,1.0,3.0,3.0,7.0,0.0,2.0,,,0.0,1.0,0.0,2.0,6.0,4.0,10.0,7.0,1.0,4.0,11.0,4.0,,1.0,2.0,,,18.0,SRB,ITA,W,Team
831,NAGY,Viktor,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,HUN,CRO,W,Player
832,ANGYAL,Daniel,9.0,33.0,1.0,2.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,3.0,HUN,CRO,W,Player
833,MANHERCZ,Krisztian,28.0,9.0,7.0,8.0,,,1.0,1.0,,,5.0,5.0,1.0,1.0,,,,,0.0,1.0,,2.0,,1.0,0.0,1.0,,,,,,,,0.0,HUN,CRO,W,Player
834,ZALANKI,Gergo,26.0,19.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,1.0,HUN,CRO,W,Player
835,VAMOS,Marton,19.0,6.0,2.0,6.0,1.0,2.0,,,,,1.0,4.0,,,,,,,,,,,3.0,1.0,,,1.0,1.0,,,,,,2.0,HUN,CRO,W,Player
836,HOSNYANSZKY,Norbert,4.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,HUN,CRO,W,Player
837,PASZTOR,Matyas,8.0,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,2.0,HUN,CRO,W,Player
838,JANSIK,Szilard,14.0,29.0,1.0,3.0,,,,,,,0.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,,2.0,2.0,,,2.0,,,,,,,2.0,HUN,CRO,W,Player
839,ERDELYI,Balazs,24.0,38.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,3.0,2.0,,,,1.0,,,3.0,HUN,CRO,W,Player
840,VARGA,Denes,27.0,48.0,2.0,7.0,2.0,6.0,,,,,0.0,1.0,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,1.0,HUN,CRO,W,Player
841,MEZEI,Tamas,13.0,40.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,HUN,CRO,W,Player
842,HARAI,Balazs,15.0,28.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,HUN,CRO,W,Player
843,,,,,15.0,30.0,4.0,10.0,2.0,3.0,,,7.0,13.0,1.0,1.0,,,1.0,1.0,0.0,2.0,9.0,4.0,10.0,7.0,1.0,4.0,12.0,3.0,,,2.0,,,17.0,HUN,CRO,W,Team
844,BIJAC,Marko,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CRO,HUN,L,Player
845,MACAN,Marko,4.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,CRO,HUN,L,Player
846,FATOVIC,Loren,22.0,30.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,CRO,HUN,L,Player
