,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Match Number,Ref 1,Ref 2
840,VARGA,Denes,27:48,27.0,48.0,2.0,7.0,2.0,6.0,,,,,0.0,1.0,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,1.0,HUN,CRO,W,Player,33,DERVIEUX,OHME
841,MEZEI,Tamas,13:40,13.0,40.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,HUN,CRO,W,Player,33,DERVIEUX,OHME
842,HARAI,Balazs,15:28,15.0,28.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,HUN,CRO,W,Player,33,DERVIEUX,OHME
843,,,,,,15.0,30.0,4.0,10.0,2.0,3.0,,,7.0,13.0,1.0,1.0,,,1.0,1.0,0.0,2.0,9.0,4.0,10.0,7.0,1.0,4.0,12.0,3.0,,,2.0,,,17.0,HUN,CRO,W,Team,33,DERVIEUX,OHME
844,BIJAC,Marko,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CRO,HUN,L,Player,33,DERVIEUX,OHME
845,MACAN,Marko,4:58,4.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
846,FATOVIC,Loren,22:30,22.0,30.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
847,LONCAR,Luka,14:32,14.0,32.0,1.0,5.0,0.0,1.0,0.0,1.0,,,1.0,3.0,,,,,,,,,3.0,,,,,,,1.0,,,,,,1.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
848,JOKOVIC,Maro,27:52,27.0,52.0,1.0,3.0,0.0,1.0,,,1.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
849,BUKIC,Luka,24:44,24.0,44.0,4.0,5.0,0.0,1.0,,,,,4.0,4.0,,,,,,,,,3.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,1.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
850,VUKICEVIC,Ante,16:52,16.0,52.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
851,BUSLJE,Andro,21:50,21.0,50.0,0.0,5.0,0.0,3.0,,,,,0.0,2.0,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,,2.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
852,MILOS,Lovre,13:19,13.0,19.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,1.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
853,VRLIC,Josip,16:31,16.0,31.0,0.0,4.0,0.0,1.0,,,,,0.0,3.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
854,OBRADOVIC,Paulo,16:42,16.0,42.0,2.0,5.0,0.0,2.0,,,,,2.0,2.0,0.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
855,GARCIA GADEA,Javier,12:10,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,CRO,HUN,L,Player,33,OHME,DERVIEUX
856,,,,,,11.0,34.0,1.0,13.0,0.0,1.0,1.0,1.0,9.0,18.0,0.0,1.0,,,,,,,8.0,5.0,3.0,1.0,3.0,4.0,8.0,3.0,,,1.0,,1.0,13.0,CRO,HUN,L,Team,33,OHME,DERVIEUX
857,WOLF,Alex,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,USA,ESP,L,Player,34,OHME,DERVIEUX
858,HOOPER,Johnny,22:52,22.0,52.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,1.0,,2.0,,3.0,4.0,1.0,,,,,,1.0,2.0,USA,ESP,L,Player,34,KUN,ZWART
859,VAVIC,Marko,15:29,15.0,29.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,USA,ESP,L,Player,34,KUN,ZWART
860,OBERT,Alex,17:37,17.0,37.0,2.0,6.0,,,1.0,2.0,,,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,USA,ESP,L,Player,34,KUN,ZWART
861,DAUBE,Hannes,24:51,24.0,51.0,3.0,8.0,1.0,3.0,,,,,2.0,5.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,USA,ESP,L,Player,34,KUN,ZWART
862,CUPIDO,Luca,24:34,24.0,34.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,1.0,2.0,USA,ESP,L,Player,34,KUN,ZWART
863,HALLOCK,Ben,16:32,16.0,32.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,3.0,USA,ESP,L,Player,34,KUN,ZWART
864,WOODHEAD,Dylan,12:26,12.0,26.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,2.0,USA,ESP,L,Player,34,KUN,ZWART
865,BOWEN,Alex,25:02,25.0,2.0,1.0,5.0,1.0,2.0,,,,,0.0,2.0,0.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,USA,ESP,L,Player,34,KUN,ZWART
866,STEVENSON,Ben,7:24,7.0,24.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,USA,ESP,L,Player,34,KUN,ZWART
867,SMITH,Jesse,3:00,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,USA,ESP,L,Player,34,KUN,ZWART
868,IRVING,Max,22:13,22.0,13.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,USA,ESP,L,Player,34,KUN,ZWART
869,,,,,,8.0,27.0,2.0,9.0,1.0,2.0,,,5.0,15.0,0.0,1.0,,,,,,,5.0,5.0,10.0,3.0,3.0,4.0,8.0,1.0,,1.0,1.0,,2.0,13.0,USA,ESP,L,Team,34,KUN,ZWART
870,LOPEZ PINEDO,Daniel,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ESP,USA,W,Player,34,KUN,ZWART
871,MUNARRIZ EGANA,Alberto,28:41,28.0,41.0,2.0,4.0,0.0,2.0,,,,,,,,,,,2.0,2.0,,,,2.0,1.0,,,,2.0,,,,,,,2.0,ESP,USA,W,Player,34,ZWART,KUN
872,GRANADOS ORTEGA,Alvaro,25:20,25.0,20.0,2.0,8.0,1.0,3.0,,,,,0.0,3.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,,,1.0,ESP,USA,W,Player,34,ZWART,KUN
873,SANAHUJA,Bernat,13:32,13.0,32.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,3.0,,,0.0,1.0,1.0,,,,,,,1.0,ESP,USA,W,Player,34,ZWART,KUN
874,de TORO DOMINGUEZ,Miguel,14:07,14.0,7.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.0,ESP,USA,W,Player,34,ZWART,KUN
875,LARUMBE GONFAUS,Marc,20:04,20.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,2.0,ESP,USA,W,Player,34,ZWART,KUN
876,FAMERA,Martin,9:44,9.0,44.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,,,,,,3.0,ESP,USA,W,Player,34,ZWART,KUN
877,FERNANDEZ MIRANDA,Francisco,15:46,15.0,46.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,ESP,USA,W,Player,34,ZWART,KUN
878,TAHULL COMPTE,Roger,14:09,14.0,9.0,1.0,3.0,,,1.0,2.0,,,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.0,ESP,USA,W,Player,34,ZWART,KUN
879,PERRONE ROCHA,Felipe,25:48,25.0,48.0,1.0,3.0,0.0,1.0,,,,,1.0,1.0,,,,,,,0.0,1.0,,1.0,1.0,,,,2.0,,,,,,,2.0,ESP,USA,W,Player,34,ZWART,KUN
880,MALLARACH GUELL,Blai,15:21,15.0,21.0,1.0,3.0,1.0,1.0,,,,,0.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,ESP,USA,W,Player,34,ZWART,KUN
881,BUSTOS SANCHEZ,Ale andro,9:28,9.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,3.0,ESP,USA,W,Player,34,ZWART,KUN
882,,,,,,12.0,29.0,4.0,12.0,1.0,2.0,,,3.0,9.0,1.0,1.0,,,2.0,2.0,1.0,3.0,2.0,9.0,5.0,4.0,1.0,4.0,11.0,3.0,,1.0,,,,15.0,ESP,USA,W,Team,34,ZWART,KUN
883,BRGULJAN,Drasko,22:15,22.0,15.0,1.0,6.0,0.0,3.0,,,,,1.0,3.0,,,,,,,,,,1.0,2.0,2.0,0.0,2.0,,,,,,,,0.0,MNE,CRO,L,Player,35,ZWART,KUN
884,PERKOVIC,Miroslav,9:45,9.0,45.0,2.0,3.0,,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
885,PETKOVIC,Marko,25:06,25.0,6.0,0.0,7.0,0.0,5.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
886,CUCKOVIC,Uros,6:25,6.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
887,POPADIC,Vlado,21:57,21.0,57.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,1.0,2.0,,,1.0,2.0,1.0,,,,1.0,,,2.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
888,VIDOVIC,Stefan,16:31,16.0,31.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
889,UKROPINA,Aleksa,20:52,20.0,52.0,1.0,5.0,0.0,2.0,0.0,1.0,,,1.0,1.0,,,,,,,0.0,1.0,,2.0,3.0,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
890,IVOVIC,Aleksandar,30:49,30.0,49.0,3.0,4.0,2.0,2.0,,,,,,,0.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,0.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
891,SPAIC,Vladan,9:29,9.0,29.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
892,MATKOVIC,Dusan,23:29,23.0,29.0,2.0,4.0,0.0,1.0,,,,,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
893,BANICEVIC,Dusan,5:22,5.0,22.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
894,TESANOVIC,Petar,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,MNE,CRO,L,Player,35,KUN,SALNICHENKO
895,,,,,,10.0,36.0,2.0,14.0,2.0,6.0,,,3.0,10.0,0.0,2.0,,,1.0,1.0,2.0,3.0,4.0,10.0,6.0,2.0,1.0,4.0,8.0,,,,1.0,,,9.0,MNE,CRO,L,Team,35,KUN,SALNICHENKO
896,MACAN,Marko,10:52,10.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,CRO,MNE,W,Player,35,KUN,SALNICHENKO
897,FATOVIC,Loren,17:38,17.0,38.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
898,LONCAR,Luka,17:43,17.0,43.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
899,JOKOVIC,Maro,24:53,24.0,53.0,1.0,2.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,1.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
900,BUKIC,Luka,26:30,26.0,30.0,0.0,4.0,,,,,,,0.0,4.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
901,VUKICEVIC,Ante,21:06,21.0,6.0,3.0,7.0,2.0,5.0,,,,,0.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
902,BUSLJE,Andro,15:20,15.0,20.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
903,MILOS,Lovre,22:05,22.0,5.0,1.0,4.0,1.0,3.0,,,,,,,,,,,,,0.0,1.0,,,1.0,,2.0,3.0,,,,,,,,0.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
904,VRLIC,Josip,14:17,14.0,17.0,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
905,OBRADOVIC,Paulo,8:06,8.0,6.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
906,GARCIA GADEA,Javier,13:30,13.0,30.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
907,MARCELIC,Ivan,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CRO,MNE,W,Player,35,SALNICHENKO,KUN
908,,,,,,12.0,24.0,4.0,10.0,3.0,3.0,1.0,1.0,3.0,8.0,,,,,,,1.0,2.0,4.0,3.0,6.0,5.0,3.0,4.0,7.0,2.0,1.0,,1.0,,1.0,12.0,CRO,MNE,W,Team,35,SALNICHENKO,KUN
909,Del LUNGO,Marco,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,USA,L,Player,36,SALNICHENKO,KUN
910,Di FULVIO,Francesco,22:55,22.0,55.0,0.0,3.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,1.0,,,,0.0,2.0,,2.0,,,,,,2.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
911,LUONGO,Stefano,14:12,14.0,12.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,0.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
912,FIGLIOLI,Pietro,20:37,20.0,37.0,2.0,7.0,1.0,3.0,,,,,1.0,3.0,,,,,,,0.0,1.0,,,,,2.0,2.0,,,,,,,,0.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
913,PRESCIUTTI,Nicholas,22:49,22.0,49.0,1.0,2.0,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,,2.0,1.0,,,2.0,,,,,,,2.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
914,VELOTTO,Alessandro,20:05,20.0,5.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
915,RENZUTO IODICE,Vincenzo,25:06,25.0,6.0,2.0,4.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,2.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
916,ECHENIQUE,Gonzalo,16:48,16.0,48.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
917,FIGARI,Niccolo,10:18,10.0,18.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
918,BODEGAS,Michael Alexandre,12:37,12.0,37.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,,1.0,,,1.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
919,AICARDI,Matteo,19:23,19.0,23.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
920,DOLCE,Vincenzo,7:10,7.0,10.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,2.0,ITA,USA,L,Player,36,BUCH JUANOLA,DERVIEUX
921,,,,,,6.0,24.0,2.0,10.0,1.0,1.0,,,3.0,10.0,0.0,1.0,,,0.0,1.0,0.0,1.0,7.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,,1.0,2.0,,1.0,10.0,ITA,USA,L,Team,36,BUCH JUANOLA,DERVIEUX
922,HOOPER,Johnny,17:37,17.0,37.0,2.0,4.0,0.0,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,2.0,4.0,,,,,,,1.0,1.0,USA,ITA,W,Player,36,BUCH JUANOLA,DERVIEUX
923,VAVIC,Marko,16:21,16.0,21.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,1.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
924,OBERT,Alex,14:49,14.0,49.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,2.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
925,DAUBE,Hannes,24:56,24.0,56.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,2.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
926,CUPIDO,Luca,28:35,28.0,35.0,0.0,6.0,0.0,2.0,,,,,0.0,2.0,0.0,1.0,,,,,0.0,1.0,2.0,2.0,,,,,2.0,,,,,,,2.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
927,HALLOCK,Ben,20:43,20.0,43.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,0.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
928,WOODHEAD,Dylan,9:47,9.0,47.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,3.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
929,BOWEN,Alex,17:54,17.0,54.0,3.0,5.0,1.0,2.0,,,,,1.0,2.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,,3.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
930,STEVENSON,Ben,12:31,12.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
931,SMITH,Jesse,9:37,9.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
932,IRVING,Max,19:10,19.0,10.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,2.0,2.0,,,1.0,,,,2.0,,,3.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
933,HOLLAND,Drew,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,USA,ITA,W,Player,36,DERVIEUX,BUCH JUANOLA
934,,,,,,7.0,27.0,1.0,10.0,1.0,2.0,,,3.0,11.0,0.0,1.0,,,1.0,1.0,1.0,2.0,8.0,8.0,6.0,5.0,2.0,4.0,9.0,3.0,,,5.0,,1.0,18.0,USA,ITA,W,Team,36,DERVIEUX,BUCH JUANOLA
935,ZERDEVAS,Emmanouil,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,HUN,W,Player,37,DERVIEUX,BUCH JUANOLA
936,GENIDOUNIAS,Konstantinos,30:37,30.0,37.0,0.0,6.0,0.0,4.0,,,,,0.0,2.0,,,,,,,,,,,,2.0,0.0,1.0,1.0,,,1.0,,,,2.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
937,SKOUMPAKIS,Dimitrios,9:57,9.0,57.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,4.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
938,KAPOTSIS,Marios,18:14,18.0,14.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,2.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
939,FOUNTOULIS,Ioannis,25:46,25.0,46.0,1.0,7.0,1.0,4.0,,,,,0.0,3.0,,,,,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,2.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
940,PAPANASTASIOU,Alexandros,15:24,15.0,24.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,,,,1.0,,4.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
941,DERVISIS,Georgios,8:18,8.0,18.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
942,ARGYROPOULOS KANAKAKIS,Stylianos,12:29,12.0,29.0,4.0,6.0,0.0,1.0,,,,,4.0,5.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
943,MOURIKIS,Konstantinos,12:28,12.0,28.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
944,KOLOMVOS,Christodoulos,15:09,15.0,9.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,2.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
945,GKIOUVETSIS,Konstantinos,11:38,11.0,38.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,0.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
946,VLACHOPOULOS,Angelos,32:00,32.0,0.0,1.0,3.0,0.0,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,0.0,GRE,HUN,W,Player,37,GOLDENBERG,VOEVODIN
947,,,,,,9.0,29.0,2.0,14.0,0.0,1.0,,,7.0,14.0,,,,,,,,,6.0,3.0,6.0,8.0,2.0,4.0,15.0,3.0,,1.0,,2.0,,21.0,GRE,HUN,W,Team,37,GOLDENBERG,VOEVODIN
948,NAGY,Viktor,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,HUN,GRE,L,Player,37,GOLDENBERG,VOEVODIN
949,ANGYAL,Daniel,17:14,17.0,14.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,2.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
950,MANHERCZ,Krisztian,28:36,28.0,36.0,2.0,5.0,0.0,1.0,,,,,2.0,3.0,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
951,ZALANKI,Gergo,27:01,27.0,1.0,1.0,7.0,1.0,4.0,,,,,0.0,3.0,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,0.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
952,VAMOS,Marton,17:17,17.0,17.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,3.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
953,HOSNYANSZKY,Norbert,5:19,5.0,19.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,3.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
954,PASZTOR,Matyas,10:38,10.0,38.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
955,JANSIK,Szilard,7:48,7.0,48.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,3.0,,,,,,,3.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
956,ERDELYI,Balazs,21:41,21.0,41.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,1.0,,,,,,,1.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
957,VARGA,Denes,29:14,29.0,14.0,1.0,4.0,1.0,2.0,,,,,0.0,2.0,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
958,MEZEI,Tamas,12:53,12.0,53.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,1.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
959,HARAI,Balazs,14:19,14.0,19.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,2.0,HUN,GRE,L,Player,37,VOEVODIN,GOLDENBERG
960,,,,,,6.0,27.0,2.0,13.0,,,,,4.0,13.0,0.0,1.0,,,,,,,4.0,2.0,9.0,6.0,2.0,4.0,10.0,1.0,1.0,,3.0,2.0,,17.0,HUN,GRE,L,Team,37,VOEVODIN,GOLDENBERG
