,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Tournament
0,MADI,Lwazi,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,RSA,ITA,0,Player,OLY2020
1,CARD,Devon,16:08,16,8,0,2,0,1,0,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,0,RSA,ITA,0,Player,OLY2020
2,REZELMAN,Timothy,14:02,14,2,1,2,1,1,,,,,0,1,,,,,,,,,,,,,,,1,,,,,,,1,RSA,ITA,0,Player,OLY2020
3,BADENHORST,Nardus,14:34,14,34,0,1,0,1,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,0,RSA,ITA,0,Player,OLY2020
4,LAURENSON,Cameron Bain,10:59,10,59,0,1,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,RSA,ITA,0,Player,OLY2020
5,STONE,Ross,24:27:00,24,27,1,4,0,2,,,,,0,1,,,,,,,1,1,1,,2,2,0,2,,,,,,,,0,RSA,ITA,0,Player,OLY2020
6,EVEZARD,Jason,24:30:00,24,30,0,1,,,,,,,0,1,,,,,,,,,1,,,,0,1,1,,,,1,,,2,RSA,ITA,0,Player,OLY2020
7,RODDA,Nicholas,21:46,21,46,0,5,0,2,,,,,0,2,0,1,,,,,,,,,1,1,0,1,,,,,,,,0,RSA,ITA,0,Player,OLY2020
8,MARGRO,Yaseen,15:53,15,53,0,1,0,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,RSA,ITA,0,Player,OLY2020
9,MAYMAN,Mogamad Farouk,12:52,12,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RSA,ITA,0,Player,OLY2020
10,NEILL,Liam,18:48,18,48,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,RSA,ITA,0,Player,OLY2020
11,STEWART,Donn,18:01,18,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,RSA,ITA,0,Player,OLY2020
12,,,,,,2,17,1,9,0,1,,,0,5,0,1,,,,,1,1,10,3,4,3,0,4,4,1,,,2,,,7,RSA,ITA,0,Team,OLY2020
13,Del LUNGO,Marco,16:00,16,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,ITA,RSA,1,Player,OLY2020
14,Di FULVIO,Francesco,21:41,21,41,5,10,0,2,,,1,2,2,2,,,,,,,2,4,,1,1,,3,3,,,,,,,,0,ITA,RSA,1,Player,OLY2020
15,LUONGO,Stefano,20:49,20,49,2,2,,,,,,,1,1,,,,,,,1,1,,,1,,1,1,1,,,,,,,1,ITA,RSA,1,Player,OLY2020
16,PRESCIUTTI,Nicholas,19:12,19,12,2,2,,,,,,,,,,,,,,,2,2,1,1,1,,,,1,,,,,,,1,ITA,RSA,1,Player,OLY2020
17,VELOTTO,Alessandro,19:10,19,10,2,2,,,,,,,1,1,,,,,,,1,1,,4,,,,,,,,,,,,0,ITA,RSA,1,Player,OLY2020
18,RENZUTO IODICE,Vincenzo,21:38,21,38,1,3,0,1,,,,,1,1,,,,,,,0,1,1,3,1,,,,1,,,,,,,1,ITA,RSA,1,Player,OLY2020
19,ECHENIQUE,Gonzalo,23:41,23,41,2,3,1,1,0,1,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,0,ITA,RSA,1,Player,OLY2020
20,FIGARI,Niccolo,16:01,16,1,2,3,1,2,,,,,,,,,,,,,1,1,,,1,1,,,,1,,,,,,1,ITA,RSA,1,Player,OLY2020
21,BODEGAS,Michael Alexandre,16:13,16,13,2,7,0,1,2,4,,,0,1,,,,,,,0,1,2,2,,,,,,,,,,,,0,ITA,RSA,1,Player,OLY2020
22,AICARDI,Matteo,15:47,15,47,2,3,,,0,1,,,1,1,,,,,,,1,1,1,2,,,,,1,,,,,,,1,ITA,RSA,1,Player,OLY2020
23,DOLCE,Vincenzo,17:48,17,48,1,1,,,,,,,,,,,,,,,1,1,1,1,,,,,1,,,,1,,,2,ITA,RSA,1,Player,OLY2020
24,NICOSIA,Gianmarco,16:00,16,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,ITA,RSA,1,Player,OLY2020
25,,,,,,21,36,2,7,2,6,1,2,6,7,,,,,,,10,14,6,18,6,2,4,4,5,1,,,1,,,7,ITA,RSA,1,Team,OLY2020
26,NAGY,Viktor,31:43:00,31,43,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,HUN,GRE,0,Player,OLY2020
27,ANGYAL,Daniel,17:57,17,57,2,4,,,1,1,,,1,2,,,,,,,0,1,1,,1,,,,2,,,,,,,2,HUN,GRE,0,Player,OLY2020
28,MANHERCZ,Krisztian,20:31,20,31,1,7,0,3,,,,,1,3,,,,,,,0,1,,,1,,,,,,,,,,,0,HUN,GRE,0,Player,OLY2020
29,ZALANKI,Gergo,26:30:00,26,30,0,2,0,2,,,,,,,,,,,,,,,,,,2,2,3,1,1,,,,,,2,HUN,GRE,0,Player,OLY2020
30,VAMOS,Marton,25:36:00,25,36,0,3,0,1,,,,,0,1,0,1,,,,,,,,1,2,,,,,,,,,,,0,HUN,GRE,0,Player,OLY2020
31,HOSNYANSZKY,Norbert,7:09,7,9,0,2,,,,,,,0,2,,,,,,,,,,,,,,,2,,,,,,,2,HUN,GRE,0,Player,OLY2020
32,PASZTOR,Matyas,12:18,12,18,0,1,0,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,2,HUN,GRE,0,Player,OLY2020
33,JANSIK,Szilard,9:29,9,29,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,HUN,GRE,0,Player,OLY2020
34,ERDELYI,Balazs,16:36,16,36,3,7,1,3,,,,,1,3,,,,,,,1,1,1,,1,1,1,1,1,,,,,,,1,HUN,GRE,0,Player,OLY2020
35,VARGA,Denes,29:17:00,29,17,3,11,0,4,,,,,2,3,0,2,,,,,1,2,,1,3,1,,,,,,,,,,0,HUN,GRE,0,Player,OLY2020
36,MEZEI,Tamas,14:20,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,HUN,GRE,0,Player,OLY2020
37,HARAI,Balazs,12:34,12,34,0,1,,,,,,,0,1,,,,,,,,,,,,1,,,1,,,1,1,,,3,HUN,GRE,0,Player,OLY2020
38,,,,,,9,38,1,14,1,1,,,5,15,0,3,,,,,2,5,3,6,8,5,3,4,10,2,,1,2,,,15,HUN,GRE,0,Team,OLY2020
39,ZERDEVAS,Emmanouil,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,GRE,HUN,1,Player,OLY2020
40,GENIDOUNIAS,Konstantinos,30:29:00,30,29,2,4,1,2,,,,,1,2,,,,,,,,,,,3,,0,1,2,,,,,,,2,GRE,HUN,1,Player,OLY2020
41,SKOUMPAKIS,Dimitrios,11:39,11,39,0,1,0,1,,,,,,,,,,,,,,,,,1,2,,,3,,,,,,,3,GRE,HUN,1,Player,OLY2020
42,KAPOTSIS,Marios,16:31,16,31,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,1,GRE,HUN,1,Player,OLY2020
43,FOUNTOULIS,Ioannis,28:45:00,28,45,3,7,0,3,,,,,3,4,,,,,,,,,,,,2,,,1,,,,,,,1,GRE,HUN,1,Player,OLY2020
44,PAPANASTASIOU,Alexandros,20:16,20,16,2,2,,,,,,,2,2,,,,,,,,,,,,,1,2,1,,,,,,,1,GRE,HUN,1,Player,OLY2020
45,DERVISIS,Georgios,3:52,3,52,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,3,GRE,HUN,1,Player,OLY2020
46,ARGYROPOULOS KANAKAKIS,Stylianos,18:48,18,48,0,3,0,3,,,,,,,,,,,,,,,,,,,0,1,2,1,,,,,,3,GRE,HUN,1,Player,OLY2020
47,MOURIKIS,Konstantinos,11:01,11,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,GRE,HUN,1,Player,OLY2020
48,KOLOMVOS,Christodoulos,14:28,14,28,,,,,,,,,,,,,,,,,,,,,1,1,,,2,,,,,,,2,GRE,HUN,1,Player,OLY2020
49,GKIOUVETSIS,Konstantinos,4:58,4,58,0,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,0,GRE,HUN,1,Player,OLY2020
50,VLACHOPOULOS,Angelos,31:13:00,31,13,2,7,0,3,,,,,2,3,0,1,,,,,,,,,2,2,,,,,,,,,,0,GRE,HUN,1,Player,OLY2020
51,,,,,,10,26,1,12,,,,,9,13,0,1,,,,,,,1,,8,7,1,4,14,2,,,,,,16,GRE,HUN,1,Team,OLY2020
52,WOLF,Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,USA,JPN,1,Player,OLY2020
53,HOOPER,Johnny,23:37,23,37,1,2,0,1,,,,,1,1,,,,,,,,,,,3,,4,4,,,,,,,,0,USA,JPN,1,Player,OLY2020
54,VAVIC,Marko,20:34,20,34,1,3,0,1,,,1,1,0,1,,,,,,,,,,1,1,1,,,,,,,,,,0,USA,JPN,1,Player,OLY2020
55,OBERT,Alex,10:01,10,1,1,2,0,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,USA,JPN,1,Player,OLY2020
56,DAUBE,Hannes,26:15:00,26,15,1,2,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,USA,JPN,1,Player,OLY2020
57,CUPIDO,Luca,24:30:00,24,30,2,6,1,4,0,1,,,1,1,,,,,,,,,,,4,2,,,2,,,,,,,2,USA,JPN,1,Player,OLY2020
58,HALLOCK,Ben,25:57:00,25,57,3,5,,,2,3,,,1,1,0,1,,,,,,,2,1,,1,,,,,,,,,1,1,USA,JPN,1,Player,OLY2020
59,WOODHEAD,Dylan,2:32,2,32,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,USA,JPN,1,Player,OLY2020
60,BOWEN,Alex,21:13,21,13,5,6,1,2,,,,,2,2,,,,,1,1,1,1,1,,2,1,,,,,,,,,1,1,USA,JPN,1,Player,OLY2020
61,STEVENSON,Ben,14:46,14,46,0,4,,,,,,,0,3,0,1,,,,,,,,,2,1,,,,,,,,,,0,USA,JPN,1,Player,OLY2020
62,IRVING,Max,22:35,22,35,1,5,1,1,,,,,0,3,,,,,,,0,1,,1,1,,,,,1,,,,,1,2,USA,JPN,1,Player,OLY2020
63,HOLLAND,Drew,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,USA,JPN,1,Player,OLY2020
64,,,,,,15,35,4,12,2,4,1,1,6,13,0,2,,,1,1,1,2,4,3,13,6,4,4,7,1,,,,,4,12,USA,JPN,1,Team,OLY2020
65,TANAMURA,Katsuyuki,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,JPN,USA,0,Player,OLY2020
66,ADACHI,Seiya,26:52:00,26,52,3,6,2,4,,,,,0,1,,,,,1,1,,,,2,1,,0,2,1,,,,,,,1,JPN,USA,0,Player,OLY2020
67,KOPPU,Harukiirario,27:41:00,27,41,0,2,0,2,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,1,JPN,USA,0,Player,OLY2020
68,SHIGA,Mitsuaki,27:00:00,27,0,3,4,1,2,,,,,2,2,,,,,,,,,1,,1,2,,,,2,,,,,,2,JPN,USA,0,Player,OLY2020
69,YOSHIDA,Takuma,13:19,13,19,,,,,,,,,,,,,,,,,,,,1,1,,0,1,,,,,,,,0,JPN,USA,0,Player,OLY2020
70,SUZUKI,Toi,13:36,13,36,1,1,,,,,,,,,,,,,,,1,1,,1,,,0,1,,,,,,,,0,JPN,USA,0,Player,OLY2020
71,SHIMIZU,Yusuke,6:45,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,JPN,USA,0,Player,OLY2020
72,TAKATA,Mitsuru,7:39,7,39,0,2,0,2,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,2,JPN,USA,0,Player,OLY2020
73,ARAI,Atsushi,20:41,20,41,2,4,0,1,,,,,2,2,,,,,,,0,1,,,,,,,1,1,,,,,,2,JPN,USA,0,Player,OLY2020
74,INABA,Yusuke,25:59:00,25,59,3,8,0,3,,,,,,,0,2,,,3,3,,,1,2,1,,,,1,,,,1,,,2,JPN,USA,0,Player,OLY2020
75,OKAWA,Keigo,17:22,17,22,0,3,0,2,,,,,0,1,,,,,,,,,,,,2,,,1,1,,,,,1,3,JPN,USA,0,Player,OLY2020
76,ARAKI,Kenta,5:06,5,6,1,2,0,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,JPN,USA,0,Player,OLY2020
77,,,,,,13,32,3,17,,,,,5,7,0,2,,,4,4,1,2,5,8,5,5,0,4,6,4,1,,1,,1,13,JPN,USA,0,Team,OLY2020
78,CAMPBELL,Richard,26:14:00,26,14,3,5,2,3,1,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,0,AUS,MNE,0,Player,OLY2020
79,FORD,George,5:04,5,4,1,1,,,,,,,1,1,,,,,,,,,,,,,,,3,,,,,,,3,AUS,MNE,0,Player,OLY2020
80,TOMASEVIC,Goran,8:49,8,49,1,2,,,1,1,,,0,1,,,,,,,,,,1,,,,,2,,,,,,,2,AUS,MNE,0,Player,OLY2020
81,POWER,Nathan,17:08,17,8,0,1,,,0,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,AUS,MNE,0,Player,OLY2020
82,EDWARDS,Lachlan Robert,15:48,15,48,0,1,,,0,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,AUS,MNE,0,Player,OLY2020
83,ROACH,Aidan,22:45,22,45,0,3,0,1,,,,,0,2,,,,,,,,,,,,,,,,1,,,,,,1,AUS,MNE,0,Player,OLY2020
84,YOUNGER,Aaron,27:01:00,27,1,2,4,0,1,,,,,1,2,,,,,,,1,1,,2,,,,,,,,,,,,0,AUS,MNE,0,Player,OLY2020
85,FORD,Andrew,13:14,13,14,0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,AUS,MNE,0,Player,OLY2020
86,PUTT,Timothy Francis,17:43,17,43,1,3,1,2,,,,,0,1,,,,,,,,,,,,1,,,1,,,,,,,1,AUS,MNE,0,Player,OLY2020
87,HOWDEN,Rhys,25:30:00,25,30,,,,,,,,,,,,,,,,,,,1,1,,1,4,4,,,,,,,1,1,AUS,MNE,0,Player,OLY2020
88,EDWARDS,Blake,12:44,12,44,2,4,0,2,,,,,2,2,,,,,,,,,,,,,,,,,,1,1,,,2,AUS,MNE,0,Player,OLY2020
89,DENNERLEY,Joel,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,AUS,MNE,0,Player,OLY2020
90,,,,,,10,27,3,12,2,4,,,4,10,,,,,,,1,1,1,4,,2,4,4,7,2,,1,1,,1,12,AUS,MNE,0,Team,OLY2020
91,BRGULJAN,Drasko,25:00:00,25,0,1,4,0,3,,,,,1,1,,,,,,,,,,2,1,,0,2,,1,,1,,,,2,MNE,AUS,1,Player,OLY2020
92,PERKOVIC,Miroslav,2:53,2,53,1,2,,,0,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,0,MNE,AUS,1,Player,OLY2020
93,PETKOVIC,Marko,28:04:00,28,4,3,4,1,1,0,1,,,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,0,MNE,AUS,1,Player,OLY2020
94,CUCKOVIC,Uros,17:49,17,49,2,3,2,3,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,MNE,AUS,1,Player,OLY2020
95,POPADIC,Vlado,14:01,14,1,0,2,0,2,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,2,MNE,AUS,1,Player,OLY2020
96,VIDOVIC,Stefan,11:31,11,31,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,MNE,AUS,1,Player,OLY2020
97,UKROPINA,Aleksa,18:40,18,40,4,4,2,2,,,,,2,2,,,,,,,,,1,,,,0,2,1,1,,,,,,2,MNE,AUS,1,Player,OLY2020
98,IVOVIC,Aleksandar,28:28:00,28,28,1,2,,,,,,,0,1,,,,,1,1,,,1,2,,,,,1,,,,,,,1,MNE,AUS,1,Player,OLY2020
99,SPAIC,Vladan,11:36,11,36,0,1,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,MNE,AUS,1,Player,OLY2020
100,MATKOVIC,Dusan,21:07,21,7,3,5,0,1,,,,,3,3,,,,,,,0,1,,1,,,,,,,,,,,,0,MNE,AUS,1,Player,OLY2020
101,BANICEVIC,Dusan,12:51,12,51,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,MNE,AUS,1,Player,OLY2020
102,TESANOVIC,Petar,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,MNE,AUS,1,Player,OLY2020
103,,,,,,15,28,5,14,0,2,,,8,9,,,,,1,1,1,2,5,9,3,2,0,4,5,4,,2,,,,11,MNE,AUS,1,Team,OLY2020
104,MANDIC,Dusan,25:00:00,25,0,1,4,0,2,0,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,0,SRB,ESP,0,Player,OLY2020
105,DEDOVIC,Nikola,19:12,19,12,0,2,0,1,,,,,0,1,,,,,,,,,,,,,1,1,1,,,,,,,1,SRB,ESP,0,Player,OLY2020
106,RANDELOVIC,Sava,4:43,4,43,1,2,0,1,,,,,1,1,,,,,,,,,,,,,,,3,,,,,,,3,SRB,ESP,0,Player,OLY2020
107,LAZIC,Dorde,14:10,14,10,2,3,,,0,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,SRB,ESP,0,Player,OLY2020
108,PIJETLOVIC,Dusko,16:47,16,47,2,2,,,,,1,1,1,1,,,,,,,,,3,,,,,,,1,,,1,,,2,SRB,ESP,0,Player,OLY2020
109,RASOVIC,Strahin a,21:50,21,50,1,3,0,1,,,,,1,2,,,,,,,,,,,,1,0,2,,1,,,,,,1,SRB,ESP,0,Player,OLY2020
110,ALEKSIC,Milan,6:50,6,50,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,SRB,ESP,0,Player,OLY2020
111,JAKSIC,Nikola,17:28,17,28,2,3,0,1,,,,,2,2,,,,,,,,,,1,,,,,3,,,,,,,3,SRB,ESP,0,Player,OLY2020
112,FILIPOVIC,Filip,20:44,20,44,2,2,1,1,,,,,1,1,,,,,,,,,,1,3,1,,,,,,,,,,0,SRB,ESP,0,Player,OLY2020
113,PRLAINOVIC,Andri a,29:07:00,29,7,0,2,0,2,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,SRB,ESP,0,Player,OLY2020
114,MITROVIC,Stefan,16:09,16,9,1,3,0,2,1,1,,,,,,,,,,,,,,,1,,0,1,,,,1,,,,1,SRB,ESP,0,Player,OLY2020
115,MITROVIC,Branislav,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,SRB,ESP,0,Player,OLY2020
116,,,,,,12,26,1,11,1,3,1,1,9,11,,,,,,,,,5,3,6,3,1,4,11,2,,1,1,,,15,SRB,ESP,0,Team,OLY2020
117,LOPEZ PINEDO,Daniel,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ESP,SRB,1,Player,OLY2020
118,MUNARRIZ EGANA,Alberto,26:03:00,26,3,4,7,1,1,,,,,2,3,1,3,,,,,,,,1,1,,,,1,,,,,,,1,ESP,SRB,1,Player,OLY2020
119,GRANADOS ORTEGA,Alvaro,23:02,23,2,2,7,0,3,,,,,2,4,,,,,,,,,,1,1,1,1,2,,,,,,,,0,ESP,SRB,1,Player,OLY2020
120,SANAHUJA,Bernat,18:19,18,19,2,4,2,4,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,ESP,SRB,1,Player,OLY2020
121,de TORO DOMINGUEZ,Miguel,13:30,13,30,0,1,,,0,1,,,,,,,,,,,,,,,1,,,,,,,,,,,0,ESP,SRB,1,Player,OLY2020
122,LARUMBE GONFAUS,Marc,12:25,12,25,0,1,0,1,,,,,,,,,,,,,,,,,1,,,,2,,,,1,,,3,ESP,SRB,1,Player,OLY2020
123,FAMERA,Martin,14:25,14,25,,,,,,,,,,,,,,,,,,,,,,,2,2,3,,,,,,,3,ESP,SRB,1,Player,OLY2020
124,FERNANDEZ MIRANDA,Francisco,16:47,16,47,1,1,,,,,,,1,1,,,,,,,,,,2,,,,,,1,,1,,,,2,ESP,SRB,1,Player,OLY2020
125,TAHULL COMPTE,Roger,15:16,15,16,2,3,,,0,1,,,2,2,,,,,,,,,1,1,1,,,,,,,,,,,0,ESP,SRB,1,Player,OLY2020
126,PERRONE ROCHA,Felipe,28:49:00,28,49,1,2,0,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,ESP,SRB,1,Player,OLY2020
127,MALLARACH GUELL,Blai,11:37,11,37,0,3,0,2,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,0,ESP,SRB,1,Player,OLY2020
128,BUSTOS SANCHEZ,Ale andro,11:47,11,47,1,2,,,,,,,1,2,,,,,,,,,,,,,,,1,1,,,,,,2,ESP,SRB,1,Player,OLY2020
129,,,,,,13,31,3,12,0,2,,,8,13,1,3,,,,,1,1,2,5,5,1,3,4,8,3,,1,1,,,13,ESP,SRB,1,Team,OLY2020
130,BIJAC,Marko,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,CRO,KAZ,1,Player,OLY2020
131,MACAN,Marko,12:38,12,38,1,1,,,,,,,,,,,,,,,1,1,,2,1,,,,1,,,,,,,1,CRO,KAZ,1,Player,OLY2020
132,FATOVIC,Loren,22:28,22,28,3,4,0,1,,,,,,,,,,,1,1,2,2,,1,2,,,,,,,,,,,0,CRO,KAZ,1,Player,OLY2020
133,LONCAR,Luka,18:01,18,1,0,3,,,0,2,,,0,1,,,,,,,,,1,,,1,,,,,,,,,,0,CRO,KAZ,1,Player,OLY2020
134,JOKOVIC,Maro,21:22,21,22,5,7,3,5,,,,,1,1,,,,,1,1,,,,2,,,,,,,,,,,,0,CRO,KAZ,1,Player,OLY2020
135,BUKIC,Luka,20:54,20,54,4,5,2,2,,,,,1,1,,,,,,,1,2,,,1,2,2,2,1,1,1,,,,,3,CRO,KAZ,1,Player,OLY2020
136,VUKICEVIC,Ante,20:12,20,12,1,3,,,,,0,1,1,1,,,,,,,0,1,,1,1,1,,,2,,,,,,,2,CRO,KAZ,1,Player,OLY2020
137,BUSLJE,Andro,12:44,12,44,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,CRO,KAZ,1,Player,OLY2020
138,MILOS,Lovre,18:43,18,43,1,3,0,1,,,,,1,2,,,,,,,,,,1,,,2,2,,1,1,,,,,2,CRO,KAZ,1,Player,OLY2020
139,VRLIC,Josip,13:59,13,59,3,3,,,2,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,CRO,KAZ,1,Player,OLY2020
140,OBRADOVIC,Paulo,15:18,15,18,3,4,2,3,,,,,,,,,,,1,1,,,1,,1,1,,,1,,,,,,1,2,CRO,KAZ,1,Player,OLY2020
141,GARCIA GADEA,Javier,15:41,15,41,2,3,,,0,1,,,,,,,,,,,2,2,,3,,1,,,,1,,,,,,1,CRO,KAZ,1,Player,OLY2020
142,,,,,,23,36,7,12,2,5,0,1,4,6,,,,,3,3,7,9,3,11,6,6,4,4,7,3,2,,,,1,13,CRO,KAZ,1,Team,OLY2020
143,MAKHMETOV,Madikhan,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,KAZ,CRO,0,Player,OLY2020
144,MEDVEDEV,Yevgeniy,13:53,13,53,0,4,0,1,,,,,0,2,0,1,,,,,,,,,,,,,,1,,,,,,1,KAZ,CRO,0,Player,OLY2020
145,AUBAKIROV,Miras,18:18,18,18,,,,,,,,,,,,,,,,,,,,,2,,0,1,,1,,,1,,1,3,KAZ,CRO,0,Player,OLY2020
146,MARKOVIC,Dusan,16:15,16,15,1,1,1,1,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,2,KAZ,CRO,0,Player,OLY2020
147,SHMIDER,Alexey,20:00,20,0,1,3,0,1,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,0,KAZ,CRO,0,Player,OLY2020
148,ARTYUKH,Danil,5:33,5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KAZ,CRO,0,Player,OLY2020
149,SHAKENOV,Murat,26:32:00,26,32,1,7,0,2,,,,,1,2,0,2,,,0,1,,,,,,1,,,,,,,,,,0,KAZ,CRO,0,Player,OLY2020
150,VUKSANOVIC,Srdan,23:26,23,26,3,9,0,3,1,2,,,1,3,,,,,,,1,1,1,,1,1,0,1,,,,,,,1,1,KAZ,CRO,0,Player,OLY2020
151,UKUMANOV,Rustam,22:17,22,17,1,3,0,1,,,,,1,2,,,,,,,,,1,,,,,,,,,,,,1,1,KAZ,CRO,0,Player,OLY2020
152,RUDAY,Mikhail,18:53,18,53,0,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,KAZ,CRO,0,Player,OLY2020
153,ALTAYEV,Altay,13:07,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KAZ,CRO,0,Player,OLY2020
154,SHVEDOV,Stanislav,13:46,13,46,,,,,,,,,,,,,,,,,,,,1,,,0,2,,,,,,,,0,KAZ,CRO,0,Player,OLY2020
155,,,,,,7,28,1,10,1,2,,,4,11,0,3,,,0,1,1,1,4,6,4,2,0,4,2,2,,,1,,3,8,KAZ,CRO,0,Team,OLY2020
156,KANDIC,Slaven,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MNE,ESP,0,Player,OLY2020
157,BRGULJAN,Drasko,26:19:00,26,19,0,2,0,1,,,,,0,1,,,,,,,,,,1,1,1,1,2,1,,,,,,,1,MNE,ESP,0,Player,OLY2020
158,PERKOVIC,Miroslav,4:57,4,57,0,1,,,0,1,,,,,,,,,,,,,1,,,,,,,,,,,,,0,MNE,ESP,0,Player,OLY2020
159,PETKOVIC,Marko,25:06:00,25,6,0,2,0,1,,,,,0,1,,,,,,,,,,3,,,,,1,,,,,,,1,MNE,ESP,0,Player,OLY2020
160,CUCKOVIC,Uros,8:19,8,19,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,MNE,ESP,0,Player,OLY2020
161,POPADIC,Vlado,15:53,15,53,0,1,,,,,,,0,1,,,,,,,,,,1,,1,,,1,,,,,,,1,MNE,ESP,0,Player,OLY2020
162,VIDOVIC,Stefan,16:06,16,6,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,MNE,ESP,0,Player,OLY2020
163,UKROPINA,Aleksa,16:26,16,26,0,2,0,1,,,,,0,1,,,,,,,,,,,1,,0,1,,,,,,,1,1,MNE,ESP,0,Player,OLY2020
164,IVOVIC,Aleksandar,27:36:00,27,36,2,5,0,2,,,,,1,1,0,1,,,,,1,1,,1,1,,,,2,,,,,,,2,MNE,ESP,0,Player,OLY2020
165,SPAIC,Vladan,13:15,13,15,0,2,0,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0,MNE,ESP,0,Player,OLY2020
166,MATKOVIC,Dusan,29:41:00,29,41,3,11,1,9,,,,,2,2,,,,,,,,,1,1,,,0,1,,,,,,,,0,MNE,ESP,0,Player,OLY2020
